epoch,loss
1,5.331851
2,5.063721
3,4.767377
4,4.7825117
5,4.4935336
6,4.3511157
7,4.2698917
8,4.004417
9,3.947833
10,3.8764193
11,3.6538987
12,3.4937491
13,3.5355842
14,3.3013396
15,3.2027676
16,3.1736386
17,3.072682
18,2.9364796
19,2.955658
20,2.8210244
21,2.8501244
22,2.6320996
23,2.5987263
24,2.5219736
25,2.4817307
26,2.4381647
27,2.3590298
28,2.3741279
29,2.2568877
30,2.2631385
31,2.2007399
32,2.1662073
33,2.1016524
34,2.118784
35,2.0679884
36,2.035588
37,2.0249937
38,1.9711396
39,1.9522139
40,1.9645855
41,1.7917975
42,1.7619451
43,1.6642207
44,1.8476539
45,1.5682024
46,1.5785018
47,1.4996605
48,1.7052155
49,1.5406053
50,1.4215001
51,1.3655868
52,1.4220997
53,1.359973
54,1.3560718
55,1.3335159
56,1.3474629
57,1.3133522
58,1.3258722
59,1.2453678
60,1.2507148
61,1.2676727
62,1.2651211
63,1.2333819
64,1.3001212
65,1.1595888
66,1.136832
67,1.1306006
68,1.1535941
69,1.2967148
70,1.2140934
71,1.1495072
72,1.3020216
73,1.0511545
74,1.1211824
75,1.198053
76,1.2795786
77,0.9980341
78,1.1230834
79,1.101934
80,1.0384398
81,1.0642245
82,1.0054563
83,0.99201787
84,1.083131
85,1.1287524
86,1.0550462
87,1.0870601
88,1.0510545
89,1.2435983
90,0.9881453
91,1.0435948
92,1.0624218
93,0.98143804
94,0.9683279
95,1.057699
96,0.94097304
97,0.93864805
98,0.9817627
99,0.8893918
100,0.8927154
101,0.9112094
102,0.87791467
103,0.88714176
104,0.90817964
105,1.0939285
106,0.9178337
107,0.883894
108,0.8007777
109,0.78992414
110,0.83028907
111,0.9065117
112,0.94921124
113,0.89138305
114,0.8118459
115,0.8295242
116,0.9503452
117,0.8184369
118,0.7995028
119,0.85014004
120,0.8327999
121,0.8236288
122,0.74178576
123,0.8227905
124,0.89306194
125,0.74679947
126,0.96159166
127,0.8526481
128,0.8527536
129,0.73556
130,0.73289025
131,0.8007264
132,0.88949436
133,1.0355439
134,0.85796803
135,0.76077986
136,0.7415424
137,0.6903504
138,0.73138
139,0.7633549
140,0.7078523
141,0.70320004
142,0.78250927
143,0.70060426
144,0.8438207
145,0.77295774
146,0.7880861
147,0.913944
148,0.7396161
149,0.8469937
150,0.8436382
151,0.79465896
152,0.8216849
153,0.65602607
154,0.6910389
155,0.8752933
156,0.6164992
157,0.77416885
158,0.82707983
159,0.68756044
160,0.8147184
161,0.67425936
162,0.7988933
163,0.6698169
164,0.7560573
165,0.7712587
166,0.91996944
167,0.8330442
168,0.71327126
169,0.7371399
170,0.71221775
171,0.7600671
172,0.70143384
173,0.9025502
174,0.749863
175,0.6442527
176,0.6542147
177,0.70316887
178,0.7054607
179,0.7656508
180,0.62140256
181,0.68199193
182,0.7546195
183,0.76593304
184,0.6734401
185,0.71158266
186,0.6981234
187,0.82012683
188,0.7173669
189,0.74609137
190,0.68332285
191,0.7715734
192,0.6477298
193,0.6202466
194,0.652251
195,0.6167021
196,0.5674915
197,0.70871043
198,0.7197875
199,0.7277314
200,0.66915697
201,0.7186526
202,0.71378565
203,0.81388736
204,0.7923477
205,0.63809836
206,0.84532535
207,0.7191906
208,0.6193683
209,0.7925332
210,0.6369184
211,0.6075003
212,0.72970414
213,0.7537401
214,0.7345806
215,0.6254506
216,0.6062872
217,0.55314845
218,0.7259275
219,0.6601804
220,0.6331179
221,0.72620773
222,0.7583282
223,0.67854285
224,0.6685086
225,0.66161597
226,0.77319187
227,0.6663645
228,0.61231726
229,0.8235957
230,0.5983714
231,0.6121324
232,0.75605685
233,0.710646
234,0.67870337
235,0.8448486
236,0.690006
237,0.5900737
238,0.7993343
239,0.6513649
240,0.6542438
241,0.7233833
242,0.68583196
243,0.6873695
244,0.6910902
245,0.6525916
246,0.6422797
247,0.59782964
248,0.73216003
249,0.7519269
250,0.6015362
251,0.7446879
252,0.64738375
253,0.69208616
254,0.7135653
255,0.7503544
256,0.57562363
257,0.744805
258,0.59240544
259,0.6369683
260,0.63288283
261,0.70038736
262,0.6795636
263,0.6446274
264,0.6121932
265,0.55254096
266,0.6382237
267,0.56869775
268,0.61410147
269,0.71670836
270,2.6655948
271,0.812944
272,0.5578106
273,0.63362235
274,0.6170674
275,0.72686857
276,0.6261676
277,0.63984704
278,0.5467882
279,0.67037076
280,0.56328624
281,0.55046636
282,0.65003335
283,0.65378684
284,0.65139216
285,0.68612206
286,0.70382
287,0.5491222
288,0.61941665
289,0.616515
290,0.7315378
291,0.6586368
292,0.7148001
293,0.61411005
294,0.64320767
295,0.67736644
296,0.6318368
297,0.60913503
298,0.6101874
299,0.5516479
300,0.6148047
301,0.5720613
302,0.5970837
303,0.8582611
304,0.55531347
305,0.6285
306,0.5388179
307,0.6070234
308,0.63728774
309,0.573309
310,0.59836185
311,0.5980183
312,0.5782313
313,0.61868316
314,0.5604508
315,0.66167426
316,0.5293296
317,0.5992379
318,0.60667807
319,0.58590215
320,0.6328443
321,0.66715145
322,0.55271655
323,0.51969975
324,0.5214827
325,0.6973092
326,0.58406514
327,0.6296825
328,0.7577241
329,0.56385946
330,0.63801795
331,0.5440317
332,0.607985
333,0.7023253
334,0.64970183
335,0.6911523
336,0.62122905
337,0.59850335
338,0.61016005
339,0.5557362
340,0.60600394
341,0.57618785
342,0.6098237
343,0.6203161
344,0.606946
345,0.659488
346,0.52419454
347,0.57663685
348,0.6299732
349,0.62095326
350,0.6435063
351,0.5247431
352,0.6026117
353,0.63469
354,0.7357513
355,0.5369609
356,0.6121849
357,0.6747346
358,0.52485895
359,0.56629145
360,0.5196299
361,0.6672694
362,0.520285
363,0.54805166
364,0.6465022
365,0.6524955
366,0.5135401
367,0.6195277
368,0.59845775
369,0.6017606
370,0.5980468
371,0.60983074
372,0.5327254
373,0.6284066
374,0.5701388
375,0.5581583
376,0.6894653
377,0.5130751
378,0.51985145
379,0.51176685
380,0.67015886
381,0.5939367
382,0.5504759
383,0.6037371
384,0.6384489
385,0.5097006
386,0.6211817
387,0.54697365
388,0.57562244
389,0.5802243
390,0.5607636
391,0.5495904
392,0.49024525
393,0.5552995
394,0.5777426
395,0.53045577
396,0.5328857
397,0.5317239
398,0.48929247
399,0.6125536
400,0.673371
401,0.57973564
402,0.53852737
403,0.46921226
404,0.56793076
405,0.5546144
406,0.5803135
407,0.55430245
408,0.55019975
409,0.6279789
410,0.49991888
411,0.52820253
412,0.6026714
413,0.6199635
414,0.52881646
415,0.5857701
416,0.5752676
417,0.53440183
418,0.5289574
419,0.5120153
420,0.6527169
421,0.5943828
422,0.5814526
423,0.5175984
424,0.53359735
425,0.5969838
426,0.53208303
427,0.6059904
428,0.56362045
429,0.46388766
430,0.57911646
431,0.49563387
432,0.57477146
433,0.53298557
434,0.57191443
435,0.5568509
436,0.5416545
437,0.49409175
438,0.484942
439,0.5655048
440,0.61375993
441,0.4598699
442,0.6582121
443,0.63297254
444,0.50609183
445,0.57529813
446,0.5624728
447,0.5133511
448,0.5662111
449,0.46854484
450,0.5225484
451,0.5389912
452,0.48323032
453,0.5731944
454,0.4812625
455,0.5592481
456,0.6098295
457,0.5385321
458,0.61910146
459,0.4706362
460,0.5019065
461,0.5127801
462,0.54443204
463,0.5845457
464,0.52588385
465,0.560098
466,0.53225696
467,0.5846878
468,0.54163104
469,0.5454253
470,0.47289753
471,0.6043826
472,0.5089542
473,0.48954466
474,0.5986636
475,0.5400824
476,0.50836116
477,0.5207489
478,0.53360826
479,0.52049804
480,0.518876
481,0.6431214
482,0.6192384
483,0.4776358
484,0.45694476
485,0.43599963
486,0.56960595
487,0.61332136
488,0.5241067
489,0.622001
490,0.47426674
491,0.39828253
492,0.56660366
493,0.4579411
494,0.5271943
495,0.48882353
496,0.6727971
497,0.49822724
498,0.527567
499,0.49271554
500,0.4959769
501,0.6014633
502,0.49703464
503,0.42803672
504,0.5491578
505,0.56670636
506,0.50591516
507,0.4797306
508,0.47314656
509,0.5164263
510,0.48333594
511,0.46538657
512,0.57256836
513,0.58069074
514,0.5290955
515,0.5065397
516,0.47455886
517,0.48316
518,0.47555625
519,0.48086795
520,0.54025483
521,0.5344476
522,0.49197346
523,0.6216827
524,0.59969336
525,0.49206695
526,0.472127
527,0.57452077
528,0.54359055
529,0.4921579
530,0.45500863
531,0.48550823
532,0.5125222
533,0.5077649
534,0.456271
535,0.520691
536,0.5292513
537,0.46728167
538,0.5702229
539,0.6168113
540,0.44763964
541,0.4683981
542,0.506317
543,0.5331336
544,0.42695165
545,0.59577435
546,0.4832849
547,0.435912
548,0.519391
549,0.49356237
550,0.4994058
551,0.42381078
552,0.53855217
553,0.41466796
554,0.53721786
555,0.460933
556,0.5516005
557,0.52051604
558,0.47791335
559,0.48406112
560,0.5145437
561,0.47940722
562,0.5659501
563,0.4432785
564,0.5107899
565,0.48542595
566,0.48963252
567,0.48108023
568,0.5637541
569,0.50900394
570,0.54067004
571,0.6464669
572,0.5944709
573,0.4393895
574,1.7105142
575,0.6573786
576,0.54757786
577,0.5172446
578,0.53477496
579,0.5166203
580,0.5258163
581,0.53175896
582,0.5423046
583,0.5348202
584,0.4478107
585,0.48059252
586,0.5221465
587,0.5119911
588,0.48721787
589,0.47152817
590,0.5308677
591,0.52297026
592,0.51309454
593,0.5238103
594,0.5308646
595,0.50684714
596,0.44041914
597,0.57342654
598,0.5274601
599,0.5601425
600,0.47829172
601,0.5018976
602,0.49151674
603,0.5156809
604,0.5089932
605,0.50750816
606,0.5477493
607,0.47321916
608,0.4450679
609,0.5405949
610,0.4507502
611,0.503459
612,0.5411383
613,0.50482357
614,0.56202596
615,0.5718743
616,0.4420479
617,0.44620803
618,0.4492212
619,0.44691393
620,0.49290067
621,0.4871656
622,0.48368815
623,0.47516552
624,0.40574083
625,0.47428033
626,0.41977057
627,0.49516165
628,0.44530785
629,0.4701717
630,0.49044803
631,0.5322132
632,0.45842132
633,0.36080256
634,0.42422962
635,0.4667544
636,0.45697325
637,0.49185315
638,0.47735468
639,0.5085435
640,0.41860163
641,0.38792452
642,0.4399367
643,0.51969784
644,0.461515
645,0.4959786
646,0.53766906
647,0.5243146
648,0.5161683
649,0.45620245
650,0.47553822
651,0.46404815
652,0.430596
653,0.47033405
654,0.4815701
655,0.46106124
656,0.4139535
657,0.41982988
658,0.54175985
659,0.45146924
660,0.44842866
661,0.44583243
662,0.4573
663,0.50781614
664,0.4541769
665,0.44747353
666,0.4555826
667,0.50891805
668,0.48425317
669,0.48120674
670,0.43649828
671,0.4015324
672,0.49575782
673,0.45146748
674,0.4756679
675,0.43417206
676,0.46447757
677,0.4310812
678,0.5278944
679,0.4486025
680,0.40409306
681,0.3976303
682,0.41367733
683,0.44224042
684,0.4404524
685,0.5683035
686,0.4706267
687,0.60068685
688,0.42823136
689,0.50789493
690,0.43058223
691,0.46880668
692,0.45761886
693,0.5303902
694,0.48359692
695,0.47439823
696,0.4635971
697,0.50711167
698,0.44364616
699,0.44522992
700,0.37885755
701,0.54196095
702,0.41553155
703,0.43497765
704,0.38998803
705,0.46746948
706,0.45928735
707,0.6295364
708,0.41759107
709,0.41909534
710,0.386636
711,0.39462876
712,0.4660352
713,0.4313842
714,0.40287966
715,0.49224162
716,0.4480042
717,0.48030114
718,0.4264568
719,0.43695012
720,0.46985662
721,0.41161898
722,0.39047322
723,0.4820014
724,0.4351804
725,0.49081206
726,0.49836597
727,0.5380375
728,0.4409346
729,0.40831205
730,0.5282677
731,0.5636641
732,0.43356088
733,0.45177785
734,0.5300348
735,0.44896427
736,0.49158174
737,0.46292412
738,0.47817206
739,0.51085424
740,0.4511399
741,0.4292296
742,0.4984011
743,0.42483535
744,0.43200228
745,0.485364
746,0.41048503
747,0.489075
748,0.43029222
749,0.41772497
750,0.43861985
751,0.40583816
752,0.38740727
753,0.55295545
754,0.4357153
755,0.39521945
756,0.40949196
757,0.4318634
758,0.44775522
759,0.42999768
760,0.43488997
761,0.42069653
762,0.40853745
763,0.3636454
764,0.4209792
765,0.39606708
766,0.4198692
767,0.41872358
768,0.43810287
769,0.49551606
770,0.41225213
771,0.43759844
772,0.4774201
773,0.5381903
774,0.45700938
775,0.36939818
776,0.48306406
777,0.43578255
778,0.4302954
779,0.39637962
780,0.4822009
781,0.42556438
782,0.38958254
783,0.46749878
784,0.45082575
785,0.50243074
786,0.40223384
787,0.53643674
788,0.376646
789,0.42013523
790,0.41261834
791,0.37530655
792,0.47225565
793,0.47432467
794,0.47051916
795,0.44330415
796,0.44031554
797,0.52690226
798,0.42837712
799,0.39236417
800,0.41051847
801,0.40927136
802,0.45219177
803,0.43452242
804,0.42079413
805,0.47144616
806,0.4633435
807,0.45431712
808,0.43457302
809,0.4465659
810,0.40308878
811,0.4134642
812,0.40364122
813,0.37892067
814,0.5154761
815,0.4088124
816,0.41471818
817,0.46580487
818,0.40238085
819,0.3800615
820,0.43634018
821,0.3854532
822,0.4403324
823,0.36710328
824,0.48466027
825,0.43112332
826,0.5064277
827,0.46453887
828,0.44189036
829,0.3837087
830,0.48554304
831,0.4011111
832,0.44599137
833,0.38478333
834,0.40899613
835,0.39587185
836,0.48673168
837,0.41466907
838,0.38009584
839,0.41400778
840,0.39233157
841,0.3932745
842,0.37570804
843,0.4609567
844,0.3781081
845,0.5178503
846,0.41976666
847,0.44410992
848,0.44608355
849,0.41890004
850,0.42482263
851,0.48494002
852,0.3697249
853,0.42151362
854,0.49851942
855,0.4373707
856,0.47605288
857,0.3782048
858,0.4289761
859,0.3902665
860,0.39582834
861,0.4297117
862,0.41479784
863,0.4191622
864,0.44401765
865,0.45796007
866,0.43291977
867,0.4133923
868,0.41794196
869,0.39963293
870,0.42216215
871,0.3902765
872,0.43085858
873,0.4901581
874,0.38190645
875,0.4596181
876,0.42904142
877,0.4842273
878,0.40321597
879,0.35999346
880,0.5298592
881,0.35499611
882,0.40857095
883,0.38717717
884,0.42130297
885,0.44332758
886,0.40896335
887,0.42276895
888,0.48916033
889,0.41806918
890,0.3584071
891,0.40075025
892,0.36261502
893,0.5080755
894,0.39954484
895,0.3881056
896,0.38585347
897,0.44632578
898,0.39628863
899,0.35711834
900,0.40183228
901,0.35945436
902,0.47079694
903,0.44908097
904,0.46170604
905,0.42270613
906,0.44362152
907,0.40635043
908,0.41560417
909,0.40635344
910,0.4626115
911,0.40045497
912,0.44284284
913,0.42413223
914,0.5008561
915,0.4038279
916,0.5390269
917,0.3682013
918,0.37720755
919,0.36731377
920,0.42063853
921,0.41103148
922,0.44396237
923,0.42676502
924,0.4178527
925,0.48415446
926,0.47122824
927,0.3745443
928,0.3913147
929,0.41398603
930,0.4254861
931,0.45649338
932,0.524341
933,0.3778758
934,0.41356668
935,0.4341438
936,0.40691313
937,0.42031726
938,0.3544509
939,0.38900062
940,0.41285253
941,0.3954449
942,0.3966264
943,0.46680883
944,0.45109
945,0.37582165
946,0.37103605
947,0.43988186
948,0.37051785
949,0.34945416
950,0.4946436
951,0.416534
952,0.40496927
953,0.39139104
954,0.3680149
955,0.40241072
956,0.4165464
957,0.42709875
958,0.4372313
959,0.41796604
960,0.3878453
961,0.38236412
962,0.40205336
963,0.43679222
964,0.4606046
965,0.39458254
966,0.42986175
967,0.38793376
968,0.46276987
969,0.3930116
970,0.41696438
971,0.41862223
972,0.44923672
973,0.33797392
974,0.40415207
975,0.3834308
976,0.37459493
977,0.45362407
978,0.40760934
979,0.3732466
980,0.3596345
981,0.42825556
982,0.386316
983,0.38880822
984,0.3953961
985,0.37306118
986,0.40077752
987,0.46003336
988,0.41161945
989,0.39844063
990,0.4511889
991,0.39734355
992,0.40846157
993,0.37896642
994,0.3774804
995,0.42528227
996,0.39903584
997,0.42024946
998,0.43480766
999,0.41710037
1000,0.4146795
1001,0.33064997
1002,0.45724294
1003,0.42840308
1004,0.3968291
1005,0.40648678
1006,0.42445922
1007,0.39383224
1008,0.4084253
1009,0.3616016
1010,0.35915485
1011,0.4914893
1012,0.43558595
1013,0.45525065
1014,0.42194042
1015,0.38074905
1016,0.49265975
1017,0.34521723
1018,0.3531478
1019,0.3748401
1020,0.5018317
1021,0.36681837
1022,0.3965623
1023,0.43211553
1024,0.398151
1025,0.3802964
1026,0.43137792
1027,0.37438795
1028,0.42555082
1029,0.3901435
1030,0.32470122
1031,0.38756964
1032,0.36276257
1033,0.370267
1034,0.4340178
1035,0.40451586
1036,0.3328717
1037,0.35793325
1038,0.42894942
1039,0.3806344
1040,0.45578817
1041,0.37671927
1042,0.39540428
1043,0.44808868
1044,0.36100325
1045,0.37116727
1046,0.54258424
1047,0.4002184
1048,0.3791711
1049,0.4320345
1050,0.40415967
1051,0.37279117
1052,0.3833643
1053,0.39456886
1054,0.4529831
1055,0.3952678
1056,0.41188964
1057,0.4213646
1058,0.37154147
1059,0.39904642
1060,0.44573903
1061,0.37298027
1062,0.42840266
1063,0.33992672
1064,0.37972018
1065,0.3984733
1066,0.34289312
1067,0.4126656
1068,0.4109336
1069,0.4022471
1070,0.3653173
1071,0.3878456
1072,0.43443364
1073,0.3637644
1074,0.39410973
1075,0.3373992
1076,0.36077714
1077,0.3423738
1078,0.36863178
1079,0.4174966
1080,0.40023512
1081,0.34218135
1082,0.3460688
1083,0.39700934
1084,0.4422835
1085,0.3681034
1086,0.47092918
1087,0.38611728
1088,0.385557
1089,0.3396425
1090,0.36256602
1091,0.3872268
1092,0.45453182
1093,0.4052297
1094,0.36615577
1095,0.34548983
1096,0.4283648
1097,0.40154645
1098,0.39366636
1099,0.44560355
1100,0.45272467
1101,0.37398788
1102,0.33794263
1103,0.3907521
1104,0.38319898
1105,0.4246321
1106,0.3995638
1107,0.43212903
1108,0.52516633
1109,0.42129996
1110,0.4069098
1111,0.3512204
1112,0.3716988
1113,0.43305424
1114,0.3913113
1115,0.33043116
1116,0.45916665
1117,0.42786676
1118,0.33062825
1119,0.3285378
1120,0.37638956
1121,0.3982187
1122,0.32473513
1123,0.45920995
1124,0.36844027
1125,0.41690448
1126,0.3784517
1127,0.34498373
1128,0.36288562
1129,0.4182054
1130,0.36365223
1131,0.42762354
1132,0.38671848
1133,0.37679955
1134,0.35992715
1135,0.42664307
1136,0.37658522
1137,0.35034165
1138,0.3448385
1139,0.4035203
1140,0.37009737
1141,0.37386346
1142,0.4168864
1143,0.4280755
1144,0.36041853
1145,0.36372015
1146,0.41308656
1147,0.44342268
1148,0.39443251
1149,0.3860714
1150,0.39254588
1151,0.34411222
1152,0.35789126
1153,0.3887318
1154,0.32163498
1155,0.4101087
1156,0.3515601
1157,0.43364802
1158,0.40764034
1159,0.36566722
1160,0.35103208
1161,0.35536078
1162,0.44136035
1163,0.4285111
1164,0.46098304
1165,0.38733512
1166,0.38282943
1167,0.40194938
1168,0.38895425
1169,0.39465865
1170,0.37419972
1171,0.38317618
1172,0.40067405
1173,0.4569461
1174,0.35959578
1175,0.36930454
1176,0.3596289
1177,0.38179764
1178,0.44672513
1179,0.34004933
1180,0.4014979
1181,0.3807884
1182,0.40225872
1183,0.3014551
1184,0.43221846
1185,0.3738848
1186,0.33071598
1187,0.40287396
1188,0.3811296
1189,0.41980556
1190,0.3695578
1191,0.40004247
1192,0.4037291
1193,0.4263228
1194,0.31179547
1195,0.4017286
1196,0.32348403
1197,0.37790063
1198,0.43834984
1199,0.36696208
1200,0.3638239
1201,0.35903043
1202,0.41369104
1203,0.38919312
1204,0.3735644
1205,0.41955313
1206,0.40930927
1207,0.371145
1208,0.3835022
1209,0.4087544
1210,0.4662006
1211,0.33769104
1212,0.34613398
1213,0.39016485
1214,0.35391334
1215,0.4070377
1216,0.32984686
1217,0.37318963
1218,0.40697655
1219,0.3682274
1220,0.36800012
1221,0.38847765
1222,0.33649138
1223,0.37446323
1224,0.34381223
1225,0.36969152
1226,0.40231234
1227,0.3977226
1228,0.35300136
1229,0.3794766
1230,0.35926077
1231,0.40301985
1232,0.3823732
1233,0.37896124
1234,0.35911232
1235,0.33929464
1236,0.4204865
1237,0.35401928
1238,0.37498397
1239,0.40360332
1240,0.32100344
1241,0.37168264
1242,0.4305236
1243,0.38284367
1244,0.36206564
1245,0.33877128
1246,0.36003354
1247,0.38217404
1248,0.3661862
1249,0.43625113
1250,0.4584672
1251,0.3831771
1252,0.30434206
1253,0.4721261
1254,0.36214465
1255,0.35919547
1256,0.35087037
1257,0.38605246
1258,0.36918232
1259,0.36650944
1260,0.41141734
1261,0.42055798
1262,0.3452465
1263,0.3500584
1264,0.36416584
1265,0.41925368
1266,0.3874728
1267,0.42925653
1268,0.39862138
1269,0.39267355
1270,0.3443613
1271,0.46547866
1272,0.37730438
1273,0.33575687
1274,0.31011283
1275,0.36227983
1276,0.3565113
1277,0.46339875
1278,0.3373875
1279,0.38006836
1280,0.41089648
1281,0.3952296
1282,0.37594894
1283,0.36255732
1284,0.3417129
1285,0.32402045
1286,0.36829898
1287,0.3453755
1288,0.33703157
1289,0.3495293
1290,0.34166437
1291,0.37648544
1292,0.35247114
1293,0.4477434
1294,0.31898767
1295,0.34109634
1296,0.40183485
1297,0.323269
1298,0.32458663
1299,0.32115862
1300,0.3651628
1301,0.3806615
1302,0.3084284
1303,0.41370234
1304,0.3561335
1305,0.35113338
1306,0.38587004
1307,0.39507014
1308,0.3220388
1309,0.33420658
1310,0.4719841
1311,0.34309897
1312,0.37054712
1313,0.44620967
1314,0.3580823
1315,0.36795744
1316,0.3303999
1317,0.3305835
1318,0.4715494
1319,0.40285268
1320,0.33334768
1321,0.37391993
1322,0.32347426
1323,0.37656853
1324,0.35013717
1325,0.3420873
1326,0.30200902
1327,0.37578762
1328,0.3348653
1329,0.32707265
1330,0.36119512
1331,0.40088785
1332,0.35018206
1333,0.3401143
1334,0.42726168
1335,0.2793924
1336,0.3537485
1337,0.32524362
1338,0.37626883
1339,0.39507535
1340,0.36848128
1341,0.31237683
1342,0.33477092
1343,0.3729292
1344,0.37334386
1345,0.35777888
1346,0.36423573
1347,0.3776326
1348,0.42799672
1349,0.34007016
1350,0.35313812
1351,0.35355031
1352,0.3717253
1353,0.2985021
1354,0.37872216
1355,0.35332885
1356,0.37807515
1357,0.36711317
1358,0.36236396
1359,0.35980138
1360,0.39267007
1361,0.36107406
1362,0.3538233
1363,0.40839612
1364,0.3267504
1365,0.3355338
1366,0.32290426
1367,0.390804
1368,0.34403545
1369,0.3472244
1370,0.33255765
1371,0.36859667
1372,0.35966247
1373,0.34548208
1374,0.36901617
1375,0.34492332
1376,0.39172602
1377,0.3237829
1378,0.37907532
1379,0.30221063
1380,0.36487877
1381,0.3249559
1382,0.3737674
1383,0.393874
1384,0.37810108
1385,0.32816172
1386,0.30111498
1387,0.3261323
1388,0.32186997
1389,0.45132315
1390,0.2922593
1391,0.4011142
1392,0.3157699
1393,0.3815985
1394,0.3567358
1395,0.33161724
1396,0.33124945
1397,0.39176172
1398,0.41365317
1399,0.36259115
1400,0.42007992
1401,0.32335964
1402,0.37267202
1403,0.35223293
1404,0.38522804
1405,0.35137975
1406,0.3133615
1407,0.34991357
1408,0.44509512
1409,0.35681072
1410,0.37515858
1411,0.3497967
1412,0.41061127
1413,0.30558968
1414,0.3510011
1415,0.3695534
1416,0.32161975
1417,0.42242151
1418,0.31701887
1419,0.3560172
1420,0.39594093
1421,0.34146947
1422,0.34793893
1423,0.30989182
1424,0.37795174
1425,0.3288844
1426,0.3384724
1427,0.40446746
1428,0.32194206
1429,0.39842308
1430,0.34302112
1431,0.41061497
1432,0.33222643
1433,0.34435168
1434,0.37473294
1435,0.34552845
1436,0.3468716
1437,0.34709388
1438,0.3952784
1439,0.40202707
1440,0.34481704
1441,0.35789362
1442,0.39237303
1443,0.37165663
1444,0.33860907
1445,0.3647843
1446,0.32741457
1447,0.3712703
1448,0.33913758
1449,0.47848907
1450,0.38796347
1451,0.33984983
1452,0.40303174
1453,0.39140636
1454,0.3451518
1455,0.33178064
1456,0.3831695
1457,0.324024
1458,0.30607805
1459,0.3191574
1460,0.31253168
1461,0.45844984
1462,0.35082257
1463,0.34879965
1464,0.3541676
1465,0.38096002
1466,0.36877435
1467,0.3441864
1468,0.33500227
1469,0.31359833
1470,0.3150946
1471,0.37511584
1472,0.36414126
1473,0.32699803
1474,0.3511366
1475,0.3608449
1476,0.37383947
1477,0.33379912
1478,0.3370016
1479,0.41465497
1480,0.29344693
1481,0.45608667
1482,0.31123796
1483,0.34877154
1484,0.40007615
1485,0.38635466
1486,0.37170961
1487,0.35684028
1488,0.33090004
1489,0.4406596
1490,0.2897558
1491,0.32395157
1492,0.40094632
1493,0.38888156
1494,0.33473268
1495,0.346917
1496,0.3138262
1497,0.3367164
1498,0.3300803
1499,0.35995987
1500,0.34540296
1501,0.32548955
1502,0.40335783
1503,0.3429034
1504,0.3610851
1505,0.38204342
1506,0.38441646
1507,0.38543054
1508,0.29203337
1509,0.37888378
1510,0.32362667
1511,0.47395787
1512,0.31286356
1513,0.3250437
1514,0.390375
1515,0.35663253
1516,0.32685596
1517,0.30150408
1518,0.31741694
1519,0.34040755
1520,0.40933752
1521,0.3343228
1522,0.33306307
1523,0.32428873
1524,0.35625178
1525,0.31355762
1526,0.33047843
1527,0.4747059
1528,0.30641338
1529,0.33485147
1530,0.27830917
1531,0.3475892
1532,0.375991
1533,0.4094996
1534,0.31742278
1535,0.41129434
1536,0.38770118
1537,0.42533985
1538,0.31142238
1539,0.43364558
1540,0.35933912
1541,0.37227648
1542,0.2974722
1543,0.37042606
1544,0.337784
1545,0.35096267
1546,0.3599369
1547,0.34344637
1548,0.3058291
1549,0.30799362
